TID;OMRÅDE;CIVILSTAND;INDHOLD
2008Q2;Køge;Widowed;3008
2008Q2;Køge;Divorced;4598
2008Q2;Lejre;Total;26562
2008Q2;Lejre;Never married;10746
2008Q2;Lejre;Married/separated;12876
2008Q2;Lejre;Widowed;1270
2008Q2;Lejre;Divorced;1670
2008Q2;Roskilde;Total;80712
2008Q2;Roskilde;Never married;36416
2008Q2;Roskilde;Married/separated;33501
2008Q2;Roskilde;Widowed;4300
2008Q2;Roskilde;Divorced;6495
2008Q2;Solrød;Total;20702
2008Q2;Solrød;Never married;8517
2008Q2;Solrød;Married/separated;9776
2008Q2;Solrød;Widowed;912
2008Q2;Solrød;Divorced;1497
2008Q2;Faxe;Total;35511
2008Q2;Faxe;Never married;14935
2008Q2;Faxe;Married/separated;15585
2008Q2;Faxe;Widowed;2110
2008Q2;Faxe;Divorced;2881
2008Q2;Guldborgsund;Total;63435
2008Q2;Guldborgsund;Never married;26117
2008Q2;Guldborgsund;Married/separated;26547
2008Q2;Guldborgsund;Widowed;4905
2008Q2;Guldborgsund;Divorced;5866
2008Q2;Holbæk;Total;69182
2008Q2;Holbæk;Never married;30840
2008Q2;Holbæk;Married/separated;28990
2008Q2;Holbæk;Widowed;3959
2008Q2;Holbæk;Divorced;5393
2008Q2;Kalundborg;Total;49711
2008Q2;Kalundborg;Never married;21456
2008Q2;Kalundborg;Married/separated;20639
2008Q2;Kalundborg;Widowed;3288
2008Q2;Kalundborg;Divorced;4328
2008Q2;Lolland;Total;48095
2008Q2;Lolland;Never married;19699
2008Q2;Lolland;Married/separated;19510
2008Q2;Lolland;Widowed;4096
2008Q2;Lolland;Divorced;4790
2008Q2;Næstved;Total;80834
2008Q2;Næstved;Never married;35919
2008Q2;Næstved;Married/separated;32870
2008Q2;Næstved;Widowed;4964
2008Q2;Næstved;Divorced;7081
2008Q2;Odsherred;Total;33155
2008Q2;Odsherred;Never married;13038
2008Q2;Odsherred;Married/separated;14584
2008Q2;Odsherred;Widowed;2402
2008Q2;Odsherred;Divorced;3131
2008Q2;Ringsted;Total;32254
2008Q2;Ringsted;Never married;14486
2008Q2;Ringsted;Married/separated;13554
2008Q2;Ringsted;Widowed;1789
2008Q2;Ringsted;Divorced;2425
2008Q2;Slagelse;Total;77491
2008Q2;Slagelse;Never married;35076
2008Q2;Slagelse;Married/separated;30748
2008Q2;Slagelse;Widowed;4851
2008Q2;Slagelse;Divorced;6816
2008Q2;Sorø;Total;29198
2008Q2;Sorø;Never married;12754
2008Q2;Sorø;Married/separated;12373
2008Q2;Sorø;Widowed;1820
2008Q2;Sorø;Divorced;2251
2008Q2;Stevns;Total;21849
2008Q2;Stevns;Never married;8603
2008Q2;Stevns;Married/separated;10148
2008Q2;Stevns;Widowed;1365
2008Q2;Stevns;Divorced;1733
2008Q2;Vordingborg;Total;46596
2008Q2;Vordingborg;Never married;19111
2008Q2;Vordingborg;Married/separated;19726
2008Q2;Vordingborg;Widowed;3498
2008Q2;Vordingborg;Divorced;4261
2008Q2;Region Syddanmark;Total;1195741
2008Q2;Region Syddanmark;Never married;541277
2008Q2;Region Syddanmark;Married/separated;493122
2008Q2;Region Syddanmark;Widowed;72769
2008Q2;Region Syddanmark;Divorced;88573
2008Q2;Assens;Total;42159
2008Q2;Assens;Never married;18170
2008Q2;Assens;Married/separated;18379
2008Q2;Assens;Widowed;2629
2008Q2;Assens;Divorced;2981
2008Q2;Faaborg-Midtfyn;Total;52038
2008Q2;Faaborg-Midtfyn;Never married;21918
2008Q2;Faaborg-Midtfyn;Married/separated;22914
2008Q2;Faaborg-Midtfyn;Widowed;3490
2008Q2;Faaborg-Midtfyn;Divorced;3716
2008Q2;Kerteminde;Total;23635
2008Q2;Kerteminde;Never married;9782
2008Q2;Kerteminde;Married/separated;10504
2008Q2;Kerteminde;Widowed;1560
2008Q2;Kerteminde;Divorced;1789
2008Q2;Langeland;Total;13674
2008Q2;Langeland;Never married;5059
2008Q2;Langeland;Married/separated;6070
2008Q2;Langeland;Widowed;1294
2008Q2;Langeland;Divorced;1251
2008Q2;Middelfart;Total;37321
2008Q2;Middelfart;Never married;15763
2008Q2;Middelfart;Married/separated;16391
2008Q2;Middelfart;Widowed;2391
2008Q2;Middelfart;Divorced;2776
2008Q2;Nordfyns;Total;29495
2008Q2;Nordfyns;Never married;12587
2008Q2;Nordfyns;Married/separated;13162
2008Q2;Nordfyns;Widowed;1788
2008Q2;Nordfyns;Divorced;1958
2008Q2;Nyborg;Total;31630
2008Q2;Nyborg;Never married;13527
2008Q2;Nyborg;Married/separated;13484
2008Q2;Nyborg;Widowed;2075
2008Q2;Nyborg;Divorced;2544
2008Q2;Odense;Total;186950
2008Q2;Odense;Never married;94270
2008Q2;Odense;Married/separated;67001
2008Q2;Odense;Widowed;10511
2008Q2;Odense;Divorced;15168
2008Q2;Svendborg;Total;59105
2008Q2;Svendborg;Never married;26427
2008Q2;Svendborg;Married/separated;24107
2008Q2;Svendborg;Widowed;3779
2008Q2;Svendborg;Divorced;4792
2008Q2;Ærø;Total;6667
2008Q2;Ærø;Never married;2427
2008Q2;Ærø;Married/separated;2969
2008Q2;Ærø;Widowed;695
2008Q2;Ærø;Divorced;576
2008Q2;Billund;Total;26218
2008Q2;Billund;Never married;11709
2008Q2;Billund;Married/separated;11367
2008Q2;Billund;Widowed;1586
2008Q2;Billund;Divorced;1556
2008Q2;Esbjerg;Total;114390
2008Q2;Esbjerg;Never married;53499
2008Q2;Esbjerg;Married/separated;45795
2008Q2;Esbjerg;Widowed;6381
2008Q2;Esbjerg;Divorced;8715
2008Q2;Fanø;Total;3210
2008Q2;Fanø;Never married;1169
2008Q2;Fanø;Married/separated;1522
2008Q2;Fanø;Widowed;251
2008Q2;Fanø;Divorced;268
2008Q2;Fredericia;Total;49445
2008Q2;Fredericia;Never married;22039
2008Q2;Fredericia;Married/separated;20183
2008Q2;Fredericia;Widowed;3003
2008Q2;Fredericia;Divorced;4220
2008Q2;Haderslev;Total;56413
2008Q2;Haderslev;Never married;24937
2008Q2;Haderslev;Married/separated;23710
2008Q2;Haderslev;Widowed;3651
2008Q2;Haderslev;Divorced;4115
2008Q2;Kolding;Total;87996
2008Q2;Kolding;Never married;41512
2008Q2;Kolding;Married/separated;35236
2008Q2;Kolding;Widowed;4806
2008Q2;Kolding;Divorced;6442
2008Q2;Sønderborg;Total;76883
2008Q2;Sønderborg;Never married;33403
2008Q2;Sønderborg;Married/separated;33166
2008Q2;Sønderborg;Widowed;4743
2008Q2;Sønderborg;Divorced;5571
2008Q2;Tønder;Total;40365
2008Q2;Tønder;Never married;17462
2008Q2;Tønder;Married/separated;17335
2008Q2;Tønder;Widowed;2904
2008Q2;Tønder;Divorced;2664
2008Q2;Varde;Total;50236
2008Q2;Varde;Never married;22324
2008Q2;Varde;Married/separated;22105
2008Q2;Varde;Widowed;3022
2008Q2;Varde;Divorced;2785
2008Q2;Vejen;Total;42471
2008Q2;Vejen;Never married;19164
2008Q2;Vejen;Married/separated;18062
2008Q2;Vejen;Widowed;2612
2008Q2;Vejen;Divorced;2633
2008Q2;Vejle;Total;105157
2008Q2;Vejle;Never married;48352
2008Q2;Vejle;Married/separated;43617
2008Q2;Vejle;Widowed;5783
2008Q2;Vejle;Divorced;7405
2008Q2;Aabenraa;Total;60283
2008Q2;Aabenraa;Never married;25777
2008Q2;Aabenraa;Married/separated;26043
2008Q2;Aabenraa;Widowed;3815
2008Q2;Aabenraa;Divorced;4648
2008Q2;Region Midtjylland;Total;1238683
2008Q2;Region Midtjylland;Never married;589654
2008Q2;Region Midtjylland;Married/separated;497768
2008Q2;Region Midtjylland;Widowed;67229
2008Q2;Region Midtjylland;Divorced;84032
2008Q2;Favrskov;Total;45703
2008Q2;Favrskov;Never married;20338
2008Q2;Favrskov;Married/separated;20643
2008Q2;Favrskov;Widowed;2184
2008Q2;Favrskov;Divorced;2538
2008Q2;Hedensted;Total;45649
2008Q2;Hedensted;Never married;20101
2008Q2;Hedensted;Married/separated;20343
2008Q2;Hedensted;Widowed;2635
2008Q2;Hedensted;Divorced;2570
2008Q2;Horsens;Total;80375
2008Q2;Horsens;Never married;37545
2008Q2;Horsens;Married/separated;32430
2008Q2;Horsens;Widowed;4414
2008Q2;Horsens;Divorced;5986
2008Q2;Norddjurs;Total;38522
2008Q2;Norddjurs;Never married;16870
2008Q2;Norddjurs;Married/separated;15966
2008Q2;Norddjurs;Widowed;2695
2008Q2;Norddjurs;Divorced;2991
2008Q2;Odder;Total;21563
2008Q2;Odder;Never married;9116
2008Q2;Odder;Married/separated;9793
2008Q2;Odder;Widowed;1241
2008Q2;Odder;Divorced;1413
2008Q2;Randers;Total;93803
2008Q2;Randers;Never married;43566
2008Q2;Randers;Married/separated;37172
2008Q2;Randers;Widowed;5795
2008Q2;Randers;Divorced;7270
2008Q2;Samsø;Total;4073
2008Q2;Samsø;Never married;1507
2008Q2;Samsø;Married/separated;1763
2008Q2;Samsø;Widowed;409
2008Q2;Samsø;Divorced;394
2008Q2;Silkeborg;Total;87586
2008Q2;Silkeborg;Never married;40139
2008Q2;Silkeborg;Married/separated;36767
2008Q2;Silkeborg;Widowed;4592
2008Q2;Silkeborg;Divorced;6088
2008Q2;Skanderborg;Total;56149
2008Q2;Skanderborg;Never married;25146
2008Q2;Skanderborg;Married/separated;25219
2008Q2;Skanderborg;Widowed;2448
2008Q2;Skanderborg;Divorced;3336
2008Q2;Syddjurs;Total;41257
2008Q2;Syddjurs;Never married;17250
2008Q2;Syddjurs;Married/separated;18425
2008Q2;Syddjurs;Widowed;2548
2008Q2;Syddjurs;Divorced;3034
2008Q2;Aarhus;Total;298710
2008Q2;Aarhus;Never married;164961
2008Q2;Aarhus;Married/separated;98360
2008Q2;Aarhus;Widowed;13087
2008Q2;Aarhus;Divorced;22302
2008Q2;Herning;Total;84466
2008Q2;Herning;Never married;39242
2008Q2;Herning;Married/separated;35378
2008Q2;Herning;Widowed;4646
2008Q2;Herning;Divorced;5200
2008Q2;Holstebro;Total;57172
2008Q2;Holstebro;Never married;26775
2008Q2;Holstebro;Married/separated;23620
2008Q2;Holstebro;Widowed;3257
2008Q2;Holstebro;Divorced;3520
2008Q2;Ikast-Brande;Total;39979
2008Q2;Ikast-Brande;Never married;17989
2008Q2;Ikast-Brande;Married/separated;17284
2008Q2;Ikast-Brande;Widowed;2213
2008Q2;Ikast-Brande;Divorced;2493
2008Q2;Lemvig;Total;21992
2008Q2;Lemvig;Never married;9384
2008Q2;Lemvig;Married/separated;9846
2008Q2;Lemvig;Widowed;1559
2008Q2;Lemvig;Divorced;1203
2008Q2;Ringkøbing-Skjern;Total;58426
2008Q2;Ringkøbing-Skjern;Never married;25830
2008Q2;Ringkøbing-Skjern;Married/separated;25832
2008Q2;Ringkøbing-Skjern;Widowed;3574
2008Q2;Ringkøbing-Skjern;Divorced;3190
2008Q2;Skive;Total;48312
2008Q2;Skive;Never married;21717
2008Q2;Skive;Married/separated;20572
2008Q2;Skive;Widowed;3154
2008Q2;Skive;Divorced;2869
2008Q2;Struer;Total;22680
2008Q2;Struer;Never married;9530
2008Q2;Struer;Married/separated;10252
2008Q2;Struer;Widowed;1419
2008Q2;Struer;Divorced;1479
2008Q2;Viborg;Total;92266
2008Q2;Viborg;Never married;42648
2008Q2;Viborg;Married/separated;38103
2008Q2;Viborg;Widowed;5359
2008Q2;Viborg;Divorced;6156
2008Q2;Region Nordjylland;Total;579148
2008Q2;Region Nordjylland;Never married;265391
2008Q2;Region Nordjylland;Married/separated;236866
2008Q2;Region Nordjylland;Widowed;37303
2008Q2;Region Nordjylland;Divorced;39588
2008Q2;Brønderslev;Total;35508
2008Q2;Brønderslev;Never married;15598
2008Q2;Brønderslev;Married/separated;15213
2008Q2;Brønderslev;Widowed;2438
2008Q2;Brønderslev;Divorced;2259
2008Q2;Frederikshavn;Total;62733
2008Q2;Frederikshavn;Never married;26197
2008Q2;Frederikshavn;Married/separated;27211
2008Q2;Frederikshavn;Widowed;4539
2008Q2;Frederikshavn;Divorced;4786
2008Q2;Hjørring;Total;67143
2008Q2;Hjørring;Never married;30068
2008Q2;Hjørring;Married/separated;27814
2008Q2;Hjørring;Widowed;4480
2008Q2;Hjørring;Divorced;4781
2008Q2;Jammerbugt;Total;39005
2008Q2;Jammerbugt;Never married;16672
2008Q2;Jammerbugt;Married/separated;17449
2008Q2;Jammerbugt;Widowed;2597
2008Q2;Jammerbugt;Divorced;2287
2008Q2;Læsø;Total;2009
2008Q2;Læsø;Never married;709
2008Q2;Læsø;Married/separated;907
2008Q2;Læsø;Widowed;226
2008Q2;Læsø;Divorced;167
2008Q2;Mariagerfjord;Total;42670
2008Q2;Mariagerfjord;Never married;19097
2008Q2;Mariagerfjord;Married/separated;17988
2008Q2;Mariagerfjord;Widowed;2664
2008Q2;Mariagerfjord;Divorced;2921
2008Q2;Morsø;Total;22166
2008Q2;Morsø;Never married;9684
2008Q2;Morsø;Married/separated;9480
2008Q2;Morsø;Widowed;1587
2008Q2;Morsø;Divorced;1415
2008Q2;Rebild;Total;28798
2008Q2;Rebild;Never married;12801
2008Q2;Rebild;Married/separated;12651
2008Q2;Rebild;Widowed;1652
2008Q2;Rebild;Divorced;1694
2008Q2;Thisted;Total;45609
2008Q2;Thisted;Never married;19769
2008Q2;Thisted;Married/separated;19922
2008Q2;Thisted;Widowed;3226
2008Q2;Thisted;Divorced;2692
2008Q2;Vesthimmerlands;Total;38362
2008Q2;Vesthimmerlands;Never married;17360
2008Q2;Vesthimmerlands;Married/separated;15912
2008Q2;Vesthimmerlands;Widowed;2665
2008Q2;Vesthimmerlands;Divorced;2425
2008Q2;Aalborg;Total;195145
2008Q2;Aalborg;Never married;97436
2008Q2;Aalborg;Married/separated;72319
2008Q2;Aalborg;Widowed;11229
2008Q2;Aalborg;Divorced;14161
2008Q3;All Denmark;Total;5489022
2008Q3;All Denmark;Never married;2564705
2008Q3;All Denmark;Married/separated;2176196
2008Q3;All Denmark;Widowed;315408
2008Q3;All Denmark;Divorced;432713
2008Q3;Region Hovedstaden;Total;1650985
2008Q3;Region Hovedstaden;Never married;815495
2008Q3;Region Hovedstaden;Married/separated;597048
2008Q3;Region Hovedstaden;Widowed;87947
2008Q3;Region Hovedstaden;Divorced;150495
2008Q3;Copenhagen;Total;511686
2008Q3;Copenhagen;Never married;311868
2008Q3;Copenhagen;Married/separated;128728
2008Q3;Copenhagen;Widowed;21066
2008Q3;Copenhagen;Divorced;50024
2008Q3;Frederiksberg;Total;93921
2008Q3;Frederiksberg;Never married;51247
2008Q3;Frederiksberg;Married/separated;27751
2008Q3;Frederiksberg;Widowed;5629
2008Q3;Frederiksberg;Divorced;9294
2008Q3;Dragør;Total;13350
2008Q3;Dragør;Never married;4964
2008Q3;Dragør;Married/separated;6568
2008Q3;Dragør;Widowed;853
2008Q3;Dragør;Divorced;965
2008Q3;Tårnby;Total;40158
2008Q3;Tårnby;Never married;16935
2008Q3;Tårnby;Married/separated;16891
2008Q3;Tårnby;Widowed;2674
2008Q3;Tårnby;Divorced;3658
2008Q3;Albertslund;Total;27596
2008Q3;Albertslund;Never married;13439
2008Q3;Albertslund;Married/separated;10669
2008Q3;Albertslund;Widowed;1066
2008Q3;Albertslund;Divorced;2422
2008Q3;Ballerup;Total;47363
2008Q3;Ballerup;Never married;21001
2008Q3;Ballerup;Married/separated;19348
2008Q3;Ballerup;Widowed;2661
2008Q3;Ballerup;Divorced;4353
2008Q3;Brøndby;Total;33716
2008Q3;Brøndby;Never married;14508
2008Q3;Brøndby;Married/separated;13748
2008Q3;Brøndby;Widowed;2109
2008Q3;Brøndby;Divorced;3351
2008Q3;Gentofte;Total;69188
2008Q3;Gentofte;Never married;31433
2008Q3;Gentofte;Married/separated;27381
2008Q3;Gentofte;Widowed;4445
2008Q3;Gentofte;Divorced;5929
2008Q3;Gladsaxe;Total;62863
2008Q3;Gladsaxe;Never married;29508
2008Q3;Gladsaxe;Married/separated;23762
2008Q3;Gladsaxe;Widowed;3813
2008Q3;Gladsaxe;Divorced;5780
2008Q3;Glostrup;Total;20834
2008Q3;Glostrup;Never married;9472
2008Q3;Glostrup;Married/separated;7939
2008Q3;Glostrup;Widowed;1427
2008Q3;Glostrup;Divorced;1996
2008Q3;Herlev;Total;26632
2008Q3;Herlev;Never married;11619
2008Q3;Herlev;Married/separated;10901
2008Q3;Herlev;Widowed;1705
2008Q3;Herlev;Divorced;2407
2008Q3;Hvidovre;Total;49269
2008Q3;Hvidovre;Never married;22506
2008Q3;Hvidovre;Married/separated;19230
2008Q3;Hvidovre;Widowed;2981
2008Q3;Hvidovre;Divorced;4552
2008Q3;Høje-Taastrup;Total;47269
2008Q3;Høje-Taastrup;Never married;21231
2008Q3;Høje-Taastrup;Married/separated;19742
2008Q3;Høje-Taastrup;Widowed;2197
2008Q3;Høje-Taastrup;Divorced;4099
2008Q3;Ishøj;Total;20665
2008Q3;Ishøj;Never married;9479
2008Q3;Ishøj;Married/separated;8451
2008Q3;Ishøj;Widowed;851
2008Q3;Ishøj;Divorced;1884
2008Q3;Lyngby-Taarbæk;Total;51437
2008Q3;Lyngby-Taarbæk;Never married;23296
2008Q3;Lyngby-Taarbæk;Married/separated;19814
2008Q3;Lyngby-Taarbæk;Widowed;3775
2008Q3;Lyngby-Taarbæk;Divorced;4552
2008Q3;Rødovre;Total;36126
2008Q3;Rødovre;Never married;16231
2008Q3;Rødovre;Married/separated;13762
2008Q3;Rødovre;Widowed;2516
2008Q3;Rødovre;Divorced;3617
2008Q3;Vallensbæk;Total;12900
2008Q3;Vallensbæk;Never married;5165
2008Q3;Vallensbæk;Married/separated;6236
2008Q3;Vallensbæk;Widowed;586
2008Q3;Vallensbæk;Divorced;913
2008Q3;Allerød;Total;23650
2008Q3;Allerød;Never married;9570
2008Q3;Allerød;Married/separated;11539
2008Q3;Allerød;Widowed;1045
2008Q3;Allerød;Divorced;1496
2008Q3;Egedal;Total;40900
2008Q3;Egedal;Never married;16994
2008Q3;Egedal;Married/separated;19911
2008Q3;Egedal;Widowed;1516
2008Q3;Egedal;Divorced;2479
2008Q3;Fredensborg;Total;39214
2008Q3;Fredensborg;Never married;16486
2008Q3;Fredensborg;Married/separated;17258
2008Q3;Fredensborg;Widowed;1902
2008Q3;Fredensborg;Divorced;3568
2008Q3;Frederikssund;Total;44245
2008Q3;Frederikssund;Never married;18259
2008Q3;Frederikssund;Married/separated;19891
2008Q3;Frederikssund;Widowed;2515
2008Q3;Frederikssund;Divorced;3580
2008Q3;Furesø;Total;37810
2008Q3;Furesø;Never married;15597
2008Q3;Furesø;Married/separated;17286
2008Q3;Furesø;Widowed;1980
2008Q3;Furesø;Divorced;2947
2008Q3;Gribskov;Total;40662
2008Q3;Gribskov;Never married;16268
2008Q3;Gribskov;Married/separated;18552
2008Q3;Gribskov;Widowed;2309
2008Q3;Gribskov;Divorced;3533
2008Q3;Halsnæs;Total;30926
2008Q3;Halsnæs;Never married;12564
2008Q3;Halsnæs;Married/separated;13465
2008Q3;Halsnæs;Widowed;1998
2008Q3;Halsnæs;Divorced;2899
2008Q3;Helsingør;Total;60839
2008Q3;Helsingør;Never married;26079
2008Q3;Helsingør;Married/separated;24803
2008Q3;Helsingør;Widowed;3575
2008Q3;Helsingør;Divorced;6382
2008Q3;Hillerød;Total;46771
2008Q3;Hillerød;Never married;20626
2008Q3;Hillerød;Married/separated;20221
2008Q3;Hillerød;Widowed;2356
2008Q3;Hillerød;Divorced;3568
2008Q3;Hørsholm;Total;24225
2008Q3;Hørsholm;Never married;9254
2008Q3;Hørsholm;Married/separated;11206
2008Q3;Hørsholm;Widowed;1582
2008Q3;Hørsholm;Divorced;2183
2008Q3;Rudersdal;Total;53924
2008Q3;Rudersdal;Never married;22590
2008Q3;Rudersdal;Married/separated;23764
2008Q3;Rudersdal;Widowed;3403
2008Q3;Rudersdal;Divorced;4167
2008Q3;Bornholm;Total;42746
2008Q3;Bornholm;Never married;17271
2008Q3;Bornholm;Married/separated;18179
2008Q3;Bornholm;Widowed;3404
2008Q3;Bornholm;Divorced;3892
2008Q3;Christiansø;Total;100
2008Q3;Christiansø;Never married;35
2008Q3;Christiansø;Married/separated;52
2008Q3;Christiansø;Widowed;8
2008Q3;Christiansø;Divorced;5
2008Q3;Region Sjælland;Total;820596
2008Q3;Region Sjælland;Never married;352293
2008Q3;Region Sjælland;Married/separated;348699
2008Q3;Region Sjælland;Widowed;50656
2008Q3;Region Sjælland;Divorced;68948
2008Q3;Greve;Total;47743
2008Q3;Greve;Never married;19484
2008Q3;Greve;Married/separated;22217
2008Q3;Greve;Widowed;2255
2008Q3;Greve;Divorced;3787
2008Q3;Køge;Total;56780
2008Q3;Køge;Never married;24739
2008Q3;Køge;Married/separated;24446
2008Q3;Køge;Widowed;2996
2008Q3;Køge;Divorced;4599
2008Q3;Lejre;Total;26728
2008Q3;Lejre;Never married;10849
2008Q3;Lejre;Married/separated;12934
2008Q3;Lejre;Widowed;1285
2008Q3;Lejre;Divorced;1660
2008Q3;Roskilde;Total;80789
2008Q3;Roskilde;Never married;36403
2008Q3;Roskilde;Married/separated;33613
2008Q3;Roskilde;Widowed;4286
2008Q3;Roskilde;Divorced;6487
2008Q3;Solrød;Total;20692
2008Q3;Solrød;Never married;8506
2008Q3;Solrød;Married/separated;9773
2008Q3;Solrød;Widowed;921
2008Q3;Solrød;Divorced;1492
2008Q3;Faxe;Total;35450
2008Q3;Faxe;Never married;14887
2008Q3;Faxe;Married/separated;15577
2008Q3;Faxe;Widowed;2108
2008Q3;Faxe;Divorced;2878
2008Q3;Guldborgsund;Total;63403
2008Q3;Guldborgsund;Never married;26106
2008Q3;Guldborgsund;Married/separated;26557
2008Q3;Guldborgsund;Widowed;4878
2008Q3;Guldborgsund;Divorced;5862
2008Q3;Holbæk;Total;69321
2008Q3;Holbæk;Never married;30915
2008Q3;Holbæk;Married/separated;29058
2008Q3;Holbæk;Widowed;3943
2008Q3;Holbæk;Divorced;5405
2008Q3;Kalundborg;Total;49845
2008Q3;Kalundborg;Never married;21513
2008Q3;Kalundborg;Married/separated;20696
2008Q3;Kalundborg;Widowed;3258
2008Q3;Kalundborg;Divorced;4378
2008Q3;Lolland;Total;48081
2008Q3;Lolland;Never married;19732
2008Q3;Lolland;Married/separated;19469
2008Q3;Lolland;Widowed;4089
2008Q3;Lolland;Divorced;4791
2008Q3;Næstved;Total;80836
2008Q3;Næstved;Never married;35918
2008Q3;Næstved;Married/separated;32955
2008Q3;Næstved;Widowed;4936
2008Q3;Næstved;Divorced;7027
2008Q3;Odsherred;Total;33218
2008Q3;Odsherred;Never married;13052
2008Q3;Odsherred;Married/separated;14639
2008Q3;Odsherred;Widowed;2401
2008Q3;Odsherred;Divorced;3126
2008Q3;Ringsted;Total;32319
2008Q3;Ringsted;Never married;14506
2008Q3;Ringsted;Married/separated;13598
2008Q3;Ringsted;Widowed;1785
2008Q3;Ringsted;Divorced;2430
2008Q3;Slagelse;Total;77560
2008Q3;Slagelse;Never married;35145
2008Q3;Slagelse;Married/separated;30804
2008Q3;Slagelse;Widowed;4830
2008Q3;Slagelse;Divorced;6781
2008Q3;Sorø;Total;29245
2008Q3;Sorø;Never married;12731
2008Q3;Sorø;Married/separated;12421
2008Q3;Sorø;Widowed;1824
2008Q3;Sorø;Divorced;2269
2008Q3;Stevns;Total;21906
2008Q3;Stevns;Never married;8612
2008Q3;Stevns;Married/separated;10188
2008Q3;Stevns;Widowed;1374
2008Q3;Stevns;Divorced;1732
2008Q3;Vordingborg;Total;46680
2008Q3;Vordingborg;Never married;19195
2008Q3;Vordingborg;Married/separated;19754
2008Q3;Vordingborg;Widowed;3487
2008Q3;Vordingborg;Divorced;4244
2008Q3;Region Syddanmark;Total;1197263
2008Q3;Region Syddanmark;Never married;541604
2008Q3;Region Syddanmark;Married/separated;493983
2008Q3;Region Syddanmark;Widowed;72548
2008Q3;Region Syddanmark;Divorced;89128
2008Q3;Assens;Total;42249
